id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status_clean
,,15000,15000,15000.0, 60 months,7.84,303.0,A,A4,Land Law Examiner,6 years,RENT,50598.0,Source Verified,Aug-2018,Current,n,,,credit_card,Credit card refinancing,894xx,NV,24.95,0.0,Sep-2008,0.0,,,11.0,0.0,12682,74.2,17.0,w,13749.73,13749.73,1826.68,1826.68,1250.27,576.41,0.0,0.0,0.0,Feb-2019,318.21,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,64941.0,0.0,7.0,0.0,1.0,15.0,52259.0,87.0,1.0,1.0,12034.0,84.0,17100.0,0.0,4.0,0.0,2.0,6494.0,2778.0,81.6,0.0,0.0,119.0,94.0,11.0,11.0,0.0,11.0,,,,0.0,2.0,3.0,2.0,3.0,11.0,4.0,6.0,3.0,11.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,77190.0,64941.0,15100.0,60090.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,,current
,,12000,12000,12000.0, 36 months,6.11,365.67,A,A1,Sushi Chef,1 year,RENT,50000.0,Not Verified,Aug-2018,Current,n,,,credit_card,Credit card refinancing,913xx,CA,3.34,0.0,Mar-2015,0.0,,,4.0,0.0,7013,37.7,6.0,w,10149.16,10149.16,2185.87,2185.87,1850.84,335.03,0.0,0.0,0.0,Feb-2019,365.67,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,7013.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,4437.0,38.0,18600.0,0.0,0.0,0.0,1.0,1753.0,11587.0,37.7,0.0,0.0,,41.0,15.0,15.0,0.0,15.0,,,,0.0,3.0,3.0,4.0,6.0,0.0,4.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18600.0,7013.0,18600.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,8000,8000,8000.0, 36 months,8.39,252.14,A,A5,Postdoctoral Researcher,< 1 year,RENT,42000.0,Not Verified,Jun-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,227xx,VA,22.71,0.0,Sep-2003,0.0,,,11.0,0.0,10173,91.6,17.0,w,0.0,0.0,9079.2863267854,9079.29,8000.0,1079.29,0.0,0.0,0.0,May-2017,506.53,,Jun-2017,0.0,,1,Individual,,,,0.0,0.0,39145.0,,,,,,,,,,,,11100.0,,,,1.0,3559.0,927.0,91.6,0.0,0.0,129.0,98.0,8.0,8.0,0.0,8.0,,8.0,,0.0,4.0,4.0,4.0,5.0,12.0,4.0,5.0,4.0,11.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,47282.0,39145.0,11100.0,36182.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,7500,7500,7500.0, 36 months,11.99,249.08,B,B3,Cintas Corporation,4 years,RENT,90000.0,Not Verified,Oct-2013,Fully Paid,n,,,credit_card,Re-Fi Loan,945xx,CA,10.73,0.0,Jul-2005,1.0,,,10.0,0.0,6556,31.2,22.0,f,0.0,0.0,8384.281745471199,8384.28,7500.0,884.28,0.0,0.0,0.0,Dec-2014,5146.38,,Jun-2018,0.0,,1,Individual,,,,0.0,0.0,33879.0,,,,,,,,,,,,21032.0,,,,4.0,3388.0,13576.0,32.6,0.0,0.0,97.0,100.0,5.0,5.0,0.0,5.0,,5.0,,0.0,3.0,3.0,4.0,7.0,11.0,5.0,11.0,3.0,10.0,0.0,0.0,0.0,3.0,100.0,25.0,0.0,0.0,60989.0,33879.0,20132.0,39957.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,6000,6000,6000.0, 36 months,14.47,206.44,C,C2,Field Engineer ,1 year,RENT,76000.0,Not Verified,Jul-2018,Current,n,,,credit_card,Credit card refinancing,925xx,CA,18.65,0.0,Sep-2013,1.0,28.0,,13.0,0.0,4725,58.3,14.0,w,5026.72,5026.72,1440.26,1440.26,973.28,466.98,0.0,0.0,0.0,Feb-2019,206.44,Mar-2019,Feb-2019,0.0,28.0,1,Individual,,,,0.0,0.0,79742.0,0.0,8.0,2.0,2.0,10.0,75017.0,98.0,1.0,4.0,1916.0,90.0,8100.0,3.0,0.0,7.0,6.0,6134.0,3375.0,58.3,0.0,0.0,58.0,51.0,9.0,9.0,0.0,9.0,28.0,5.0,28.0,1.0,4.0,4.0,5.0,6.0,8.0,5.0,6.0,4.0,13.0,0.0,0.0,0.0,3.0,92.9,40.0,0.0,0.0,87533.0,79742.0,8100.0,79433.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,,current
,,15000,15000,15000.0, 36 months,25.34,599.1,E,E3,Deputy,3 years,RENT,41500.0,Not Verified,Dec-2018,Current,n,,,debt_consolidation,Debt consolidation,238xx,VA,29.99,0.0,Aug-2008,0.0,,,20.0,0.0,14843,30.5,32.0,w,14429.34,14429.34,1177.08,1177.08,570.66,606.42,0.0,0.0,0.0,Feb-2019,599.1,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,38716.0,0.0,9.0,1.0,1.0,11.0,23873.0,74.0,1.0,5.0,4909.0,49.0,44100.0,0.0,1.0,2.0,6.0,1936.0,26552.0,29.4,0.0,0.0,124.0,78.0,10.0,10.0,0.0,13.0,,10.0,,0.0,6.0,8.0,8.0,10.0,12.0,11.0,20.0,8.0,20.0,0.0,0.0,0.0,2.0,100.0,62.5,0.0,0.0,76445.0,38716.0,39600.0,32345.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,24000,24000,24000.0, 60 months,17.57,603.85,D,D4,Senior Sales,7 years,MORTGAGE,120000.0,Source Verified,Jul-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,631xx,MO,16.62,1.0,Nov-2003,1.0,19.0,107.0,9.0,1.0,10838,84.8,22.0,f,0.0,0.0,24351.4,24351.4,24000.0,351.4,0.0,0.0,0.0,Aug-2014,24351.4,,Feb-2019,0.0,,1,Individual,,,,0.0,120.0,316629.0,,,,,,,,,,,,12700.0,,,,3.0,35181.0,1861.0,73.5,0.0,0.0,104.0,128.0,19.0,19.0,2.0,75.0,,4.0,,0.0,4.0,4.0,4.0,11.0,5.0,5.0,15.0,5.0,9.0,0.0,0.0,0.0,0.0,90.5,75.0,0.0,1.0,358239.0,64638.0,7700.0,71052.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,11200,11200,11200.0, 36 months,7.69,349.37,A,A4,Data Analyst,3 years,OWN,70000.0,Not Verified,Oct-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,481xx,MI,12.91,0.0,Mar-1982,1.0,,101.0,6.0,1.0,9778,43.7,23.0,w,0.0,0.0,12225.4,12225.4,11200.0,1025.4,0.0,0.0,0.0,Apr-2016,6286.11,,Dec-2018,0.0,,1,Individual,,,,0.0,0.0,26917.0,,,,,,,,,,,,22400.0,,,,6.0,4486.0,7843.0,47.0,0.0,0.0,201.0,390.0,6.0,6.0,0.0,6.0,,6.0,,0.0,4.0,5.0,4.0,8.0,5.0,5.0,18.0,5.0,6.0,0.0,0.0,0.0,2.0,100.0,75.0,1.0,0.0,41026.0,26917.0,14800.0,18626.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,15000,15000,15000.0, 36 months,8.9,476.3,A,A5,Palmetto Baptist Medical Center,6 years,MORTGAGE,85000.0,Not Verified,Apr-2013,Fully Paid,n,,  Borrower added on 03/31/13 > to consolidate credit card debts<br>,debt_consolidation,mydebt,292xx,SC,20.4,1.0,Dec-2006,0.0,8.0,,12.0,0.0,20400,43.0,20.0,w,0.0,0.0,17133.1000061886,17133.1,15000.0,2133.1,0.0,0.0,0.0,Jan-2016,1891.5,,Oct-2018,0.0,,1,Individual,,,,0.0,0.0,195856.0,,,,,,,,,,,,47445.0,,,,3.0,16321.0,11006.0,61.6,0.0,0.0,77.0,73.0,10.0,10.0,2.0,10.0,,10.0,,0.0,4.0,7.0,6.0,8.0,4.0,10.0,14.0,7.0,12.0,0.0,0.0,0.0,1.0,95.0,50.0,0.0,0.0,270059.0,29697.0,28645.0,39782.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,18000,18000,18000.0, 60 months,19.03,467.23,D,D3,Human Service Tech.,10+ years,RENT,48000.0,Verified,Jul-2017,Current,n,,,debt_consolidation,Debt consolidation,550xx,MN,16.53,0.0,Sep-1997,2.0,,90.0,16.0,1.0,7108,32.9,21.0,w,14005.99,14005.99,8858.34,8858.34,3994.01,4864.33,0.0,0.0,0.0,Feb-2019,467.23,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,1699.0,16761.0,2.0,1.0,1.0,2.0,3.0,9653.0,97.0,2.0,4.0,1655.0,53.0,21600.0,3.0,1.0,2.0,6.0,1197.0,6162.0,42.4,0.0,0.0,128.0,238.0,4.0,3.0,0.0,27.0,,0.0,,0.0,4.0,8.0,4.0,4.0,3.0,15.0,18.0,8.0,16.0,0.0,0.0,0.0,3.0,100.0,0.0,1.0,0.0,31600.0,16761.0,10700.0,10000.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,10800,10800,10800.0, 36 months,7.89,337.89,A,A5,Teacher,5 years,RENT,36000.0,Source Verified,Oct-2015,Fully Paid,n,,,debt_consolidation,Debt consolidation,726xx,AR,18.47,0.0,Aug-2006,2.0,,,16.0,0.0,10781,46.9,34.0,w,0.0,0.0,12085.3920040036,12085.39,10800.0,1285.39,0.0,0.0,0.0,Jan-2018,3283.68,,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,25806.0,,,,,,,,,,,,23000.0,,,,2.0,1613.0,6281.0,55.8,0.0,0.0,97.0,110.0,3.0,3.0,0.0,28.0,,0.0,,0.0,3.0,6.0,5.0,9.0,18.0,9.0,16.0,6.0,16.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,43500.0,25806.0,14200.0,20500.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,20000,20000,20000.0, 36 months,11.99,664.2,C,C1,Teacher,10+ years,MORTGAGE,75000.0,Verified,Apr-2016,Current,n,,,debt_consolidation,Debt consolidation,917xx,CA,28.8,1.0,Oct-1994,1.0,8.0,,17.0,0.0,30004,90.0,37.0,w,1953.05,1953.05,21950.82,21950.82,18046.95,3903.87,0.0,0.0,0.0,Feb-2019,664.2,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,431388.0,1.0,2.0,1.0,1.0,12.0,21695.0,64.0,2.0,3.0,2961.0,90.0,33450.0,0.0,0.0,4.0,4.0,28759.0,2000.0,94.0,0.0,0.0,163.0,258.0,6.0,6.0,2.0,11.0,,3.0,,0.0,5.0,12.0,8.0,8.0,11.0,12.0,24.0,11.0,15.0,,0.0,0.0,3.0,97.0,75.0,0.0,0.0,481426.0,51699.0,8000.0,33976.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,20000,20000,20000.0, 60 months,17.09,498.02,D,D1,Material Planner,4 years,MORTGAGE,67200.0,Verified,Nov-2017,Current,n,,,credit_card,Credit card refinancing,670xx,KS,16.73,1.0,Sep-1988,0.0,6.0,,8.0,0.0,11126,62.9,18.0,w,16462.86,16462.86,7299.4,7299.4,3537.14,3762.26,0.0,0.0,0.0,Feb-2019,498.02,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,33646.0,0.0,1.0,0.0,2.0,23.0,22520.0,70.0,0.0,1.0,9494.0,68.0,17700.0,0.0,0.0,0.0,3.0,4807.0,1006.0,90.4,0.0,0.0,138.0,350.0,18.0,18.0,1.0,70.0,,23.0,6.0,0.0,1.0,3.0,1.0,3.0,5.0,7.0,12.0,3.0,8.0,0.0,0.0,0.0,0.0,94.4,100.0,0.0,0.0,49735.0,33646.0,10500.0,32035.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,30725,30725,30725.0, 36 months,13.18,1037.92,C,C3,Private Client Banker,7 years,RENT,107000.0,Verified,Nov-2015,Fully Paid,n,,,credit_card,Credit card refinancing,100xx,NY,26.22,0.0,Mar-1999,0.0,51.0,,13.0,0.0,42728,69.1,24.0,w,0.0,0.0,35725.337184234,35725.34,30725.0,5000.34,0.0,0.0,0.0,Jun-2017,17076.53,,Feb-2019,0.0,51.0,1,Individual,,,,0.0,0.0,79122.0,,,,,,,,,,,,61800.0,,,,4.0,6086.0,18272.0,70.0,0.0,0.0,32.0,200.0,5.0,5.0,0.0,5.0,51.0,,51.0,0.0,6.0,6.0,10.0,21.0,2.0,11.0,22.0,6.0,13.0,0.0,0.0,0.0,3.0,91.7,40.0,0.0,0.0,117014.0,79122.0,61000.0,55214.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,5825,5825,5825.0, 36 months,13.98,199.03,C,C1,One Specialist,< 1 year,RENT,21100.0,Source Verified,Jan-2014,Fully Paid,n,,,credit_card,Debt consolidation,441xx,OH,21.35,0.0,Aug-2005,4.0,29.0,,10.0,0.0,5255,25.6,14.0,w,0.0,0.0,7105.91,7105.91,5825.0,1280.91,0.0,0.0,0.0,Jul-2016,1533.07,,Jan-2019,0.0,29.0,1,Individual,,,,0.0,0.0,46886.0,,,,,,,,,,,,20500.0,,,,7.0,4689.0,3192.0,60.6,0.0,0.0,101.0,88.0,4.0,4.0,0.0,10.0,29.0,0.0,29.0,1.0,2.0,3.0,2.0,4.0,6.0,6.0,8.0,3.0,10.0,0.0,0.0,0.0,2.0,92.3,50.0,0.0,0.0,65861.0,46886.0,8100.0,45361.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,5000,5000,5000.0, 36 months,13.49,169.66,C,C2,Heavy Parts Handler,3 years,RENT,32000.0,Not Verified,Jan-2017,Current,n,,,vacation,Vacation,380xx,TN,20.78,0.0,Aug-2013,0.0,,,4.0,0.0,3498,64.0,8.0,f,1745.98,1745.98,4234.01,4234.01,3254.02,979.99,0.0,0.0,0.0,Feb-2019,169.66,Mar-2019,Mar-2018,0.0,,1,Individual,,,,0.0,0.0,11532.0,1.0,2.0,1.0,1.0,4.0,8034.0,74.0,0.0,1.0,3498.0,64.0,5500.0,0.0,0.0,0.0,2.0,2883.0,3500.0,100.0,0.0,0.0,41.0,40.0,24.0,4.0,0.0,24.0,,19.0,,0.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,4.0,,0.0,0.0,1.0,100.0,100.0,0.0,0.0,16413.0,11532.0,3500.0,10913.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,28000,28000,28000.0, 60 months,13.67,646.74,C,C3,Supervisory Program Analyst,10+ years,MORTGAGE,145500.0,Not Verified,Mar-2016,Charged Off,n,,,debt_consolidation,,115xx,NY,10.18,5.0,Dec-1993,0.0,3.0,,15.0,0.0,23193,77.8,52.0,w,0.0,0.0,15290.36,15290.36,6908.44,5438.62,0.0,2943.3,529.794,Nov-2017,687.55,,Apr-2018,0.0,,1,Individual,,,,0.0,0.0,631945.0,2.0,2.0,2.0,2.0,3.0,16328.0,90.0,2.0,6.0,1162.0,83.0,29800.0,3.0,9.0,2.0,9.0,57450.0,1038.0,52.8,0.0,0.0,49.0,267.0,6.0,3.0,2.0,16.0,,7.0,3.0,0.0,1.0,7.0,2.0,9.0,5.0,12.0,45.0,7.0,15.0,0.0,0.0,0.0,4.0,90.2,0.0,0.0,0.0,656300.0,39521.0,2200.0,18100.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
,,15000,15000,15000.0, 60 months,14.99,356.78,C,C5,Collection Specialist,10+ years,MORTGAGE,50300.0,Verified,Jul-2014,Fully Paid,n,,,debt_consolidation,Debt consolidation,952xx,CA,7.52,0.0,Dec-1996,0.0,,65.0,12.0,2.0,10881,48.4,23.0,f,0.0,0.0,15555.7501133747,15555.75,15000.0,555.75,0.0,0.0,0.0,Oct-2014,14842.19,,Dec-2017,0.0,,1,Individual,,,,0.0,0.0,209633.0,,,,,,,,,,,,22500.0,,,,4.0,19058.0,4046.0,69.1,0.0,0.0,94.0,211.0,4.0,4.0,1.0,8.0,,14.0,,0.0,4.0,8.0,4.0,12.0,2.0,11.0,20.0,8.0,12.0,0.0,0.0,0.0,2.0,100.0,75.0,1.0,1.0,234643.0,10881.0,13100.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,3000,3000,3000.0, 36 months,7.29,93.03,A,A4,Shoreacres,7 years,RENT,26400.0,Not Verified,Apr-2011,Fully Paid,n,,  Borrower added on 04/07/11 > 2009 Kawasaki 650R Ninja Black <br/>Pro Motorsports<br/> Borrower added on 04/07/11 > moto<br/> Borrower added on 04/08/11 > I make great money. <br/>I have very low debt and pay on time.<br/>My cost of living is low.<br/>My job is very stable and not affected by market trends.<br/>I invest well and have decent savings to fall back on.<br/> Borrower added on 04/08/11 > I could pay for the motorcycle i am purchasable at once but this loan will help my credit and i like to keep a larger sum of money liquid.<br/> Borrower added on 04/08/11 > The motorcycle i plan to purchase will be my second. <br/>I have ridden for over 10 years.<br/>The motorcycle i plan on purchasing is worth almost twice as much as this loan.<br/>I will have full insurance coverage from the date of purchase.<br/> Borrower added on 04/08/11 > I have already put two thousand down on the bike.<br/> Borrower added on 04/08/11 > Thank you too all the current and future investors.<br/> Borrower added on 04/10/11 > I am a low risk investment!<br/>,major_purchase,Motorcycle Purchace,600xx,IL,17.68,1.0,Mar-1984,2.0,11.0,,8.0,0.0,6373,21.4,14.0,f,0.0,0.0,3312.9490228347,3312.95,3000.0,312.95,0.0,0.0,0.0,May-2013,1086.62,,Jul-2018,0.0,,1,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,18000,18000,18000.0, 60 months,15.61,434.01,C,C5,police officer,10+ years,MORTGAGE,80000.0,Source Verified,Mar-2014,Fully Paid,n,,  Borrower added on 03/13/14 > pay off credit cards and home improvement<br>,debt_consolidation,Debt consolidation,328xx,FL,11.04,0.0,May-2000,0.0,,,7.0,0.0,12035,71.2,15.0,f,0.0,0.0,23307.400008553,23307.4,18000.0,5307.4,0.0,0.0,0.0,Jun-2016,12023.14,,Oct-2018,0.0,,1,Individual,,,,0.0,0.0,187494.0,,,,,,,,,,,,16900.0,,,,1.0,26785.0,4865.0,71.2,0.0,0.0,135.0,166.0,2.0,2.0,4.0,2.0,,,,0.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,7.0,0.0,0.0,0.0,1.0,100.0,80.0,0.0,0.0,212211.0,19963.0,16900.0,19611.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,10000,10000,10000.0, 60 months,23.4,284.21,E,E1,Charge Nurse,10+ years,MORTGAGE,110000.0,Source Verified,Nov-2018,Current,n,,,other,Other,452xx,OH,10.0,0.0,Sep-2004,0.0,,,13.0,0.0,31407,73.4,20.0,w,9727.12,9727.12,839.63,839.63,272.88,566.75,0.0,0.0,0.0,Feb-2019,284.21,Mar-2019,Feb-2019,0.0,,1,Individual,,,,0.0,0.0,247011.0,1.0,0.0,0.0,0.0,45.0,0.0,,1.0,2.0,6048.0,73.0,42800.0,0.0,0.0,1.0,3.0,20584.0,1919.0,93.3,0.0,0.0,170.0,120.0,6.0,6.0,4.0,16.0,,9.0,,0.0,6.0,10.0,7.0,7.0,4.0,12.0,12.0,10.0,13.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,272400.0,31407.0,28500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,8000,8000,8000.0, 36 months,12.62,268.09,C,C1,Eligibility Technician,10+ years,RENT,45290.0,Not Verified,Nov-2017,Current,n,,,debt_consolidation,Debt consolidation,922xx,CA,3.97,0.0,Aug-2002,0.0,73.0,,5.0,0.0,4692,37.5,8.0,f,5027.96,5027.96,4015.74,4015.74,2972.04,1043.7,0.0,0.0,0.0,Feb-2019,268.09,Mar-2019,Feb-2019,0.0,73.0,1,Individual,,,,0.0,0.0,4692.0,1.0,0.0,1.0,1.0,10.0,0.0,,1.0,2.0,2602.0,38.0,12500.0,0.0,1.0,0.0,3.0,938.0,6708.0,36.1,0.0,0.0,183.0,33.0,4.0,4.0,0.0,23.0,,23.0,,0.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,0.0,0.0,0.0,2.0,87.5,75.0,0.0,0.0,12500.0,4692.0,10500.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,current
,,32000,32000,32000.0, 36 months,22.74,1234.38,E,E1,Regional Director,4 years,RENT,120000.0,Verified,Apr-2017,Fully Paid,n,,,other,Other,100xx,NY,15.39,0.0,Jul-2003,0.0,75.0,,10.0,0.0,22995,81.5,18.0,f,0.0,0.0,35812.1305335675,35812.13,32000.0,3812.13,0.0,0.0,0.0,Oct-2017,28680.66,,Feb-2018,0.0,,1,Individual,,,,0.0,0.0,67684.0,0.0,2.0,0.0,1.0,18.0,44689.0,58.0,1.0,3.0,10286.0,72.0,28200.0,0.0,0.0,0.0,4.0,7520.0,4676.0,83.0,0.0,0.0,154.0,165.0,9.0,9.0,0.0,9.0,,18.0,,0.0,5.0,6.0,6.0,10.0,6.0,8.0,12.0,6.0,10.0,0.0,0.0,0.0,1.0,88.2,83.3,0.0,0.0,90480.0,67684.0,27500.0,62280.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,6800,6800,6800.0, 36 months,9.92,219.17,B,B2,Store Manager,9 years,RENT,55000.0,Not Verified,May-2018,Fully Paid,n,,,debt_consolidation,Debt consolidation,117xx,NY,18.87,0.0,Dec-2005,0.0,,,4.0,0.0,14415,58.8,7.0,w,0.0,0.0,6837.4731111116,6837.47,6800.0,37.47,0.0,0.0,0.0,Jun-2018,6841.22,,Nov-2018,0.0,,1,Individual,,,,0.0,0.0,29626.0,0.0,1.0,0.0,0.0,48.0,15211.0,,0.0,0.0,5240.0,59.0,24500.0,0.0,0.0,0.0,0.0,7407.0,10085.0,58.8,0.0,0.0,149.0,136.0,38.0,38.0,0.0,38.0,,,,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,100.0,33.3,0.0,0.0,62238.0,29626.0,24500.0,37738.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,10000,10000,10000.0, 36 months,10.99,327.34,B,B2,,,MORTGAGE,38500.0,Verified,May-2014,Fully Paid,n,,,home_improvement,Home improvement,423xx,KY,12.62,0.0,May-1999,0.0,,,9.0,0.0,19010,63.8,37.0,w,0.0,0.0,11784.2322315782,11784.23,10000.0,1784.23,0.0,0.0,0.0,May-2017,327.33,,Apr-2017,0.0,,1,Individual,,,,0.0,0.0,67177.0,,,,,,,,,,,,29800.0,,,,1.0,8397.0,6418.0,72.5,0.0,0.0,134.0,179.0,9.0,9.0,2.0,65.0,,9.0,,0.0,4.0,6.0,6.0,19.0,12.0,8.0,23.0,6.0,9.0,0.0,0.0,0.0,1.0,100.0,40.0,0.0,0.0,85800.0,19010.0,23300.0,0.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,fully paid
,,27275,27275,27275.0, 60 months,17.86,690.54,D,D5,Category Manager Operations,2 years,MORTGAGE,108000.0,Verified,Aug-2015,Charged Off,n,,,credit_card,Credit card refinancing,880xx,NM,33.49,0.0,Nov-2003,0.0,45.0,,26.0,0.0,35435,67.5,51.0,w,0.0,0.0,17936.5,17936.5,7371.19,7801.09,0.0,2764.22,497.5596,Jun-2017,690.54,,Dec-2017,0.0,,1,Individual,,,,0.0,0.0,308563.0,,,,,,,,,,,,52500.0,,,,10.0,11868.0,12627.0,69.9,0.0,0.0,140.0,87.0,5.0,5.0,4.0,8.0,,2.0,,0.0,9.0,11.0,12.0,12.0,31.0,15.0,16.0,11.0,26.0,0.0,0.0,0.0,6.0,97.7,58.3,0.0,0.0,382302.0,122427.0,41900.0,124062.0,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,charged off
